iter	Logloss
190	0.09344499189
191	0.09277706741
192	0.09232415866
193	0.09170002512
194	0.09132782342
195	0.09063205672
196	0.0900997149
197	0.08948764143
198	0.08896795592
199	0.08847825365
200	0.08803481661
201	0.08724872866
202	0.08652829632
203	0.08606960325
204	0.08548377704
205	0.08501462214
206	0.08437193735
207	0.08397259696
208	0.08348576991
209	0.08308539266
210	0.08262298122
211	0.08222798145
212	0.08171798734
213	0.08117935397
214	0.08063525438
215	0.08014760651
216	0.07960189453
217	0.07923985039
218	0.07878999431
219	0.0784108496
220	0.07789338692
221	0.07723400633
222	0.07685790831
223	0.07640927817
224	0.0760309739
225	0.07559977043
226	0.07509474503
227	0.07474923783
228	0.07424538484
229	0.07365501731
230	0.07331354582
231	0.07291135383
232	0.07271505114
233	0.07233087808
234	0.07187778889
235	0.07158885962
236	0.07119985926
237	0.0707341721
238	0.07042905653
239	0.07000142835
240	0.06963295681
241	0.06935890653
242	0.06900517564
243	0.06863270357
244	0.06817525851
245	0.06788010739
246	0.06746866974
247	0.06715985807
248	0.06682234865
249	0.0664872448
250	0.06617240997
251	0.06576231686
252	0.06543625669
253	0.06517218359
254	0.06481677749
255	0.06461930315
256	0.06427988862
257	0.06384973177
258	0.06363009424
259	0.06340147447
260	0.06315912775
261	0.06288892805
262	0.06266130246
263	0.06239733113
264	0.06195221911
265	0.06175557635
266	0.0613624946
267	0.06109524718
268	0.0608940168
269	0.06061353778
270	0.06022163157
271	0.05986329058
272	0.05964685603
273	0.0593223875
274	0.0590180328
275	0.05881978684
276	0.05857373583
277	0.05829710505
278	0.0579905741
279	0.0576589616
280	0.05741821572
281	0.05724059191
282	0.05695131742
283	0.05666045296
284	0.05638389072
285	0.05621849173
286	0.05607683666
287	0.05589968506
288	0.05560685112
289	0.05527470987
290	0.05489728199
291	0.05462305672
292	0.05429636856
293	0.05397997935
294	0.05377975832
295	0.05351610528
296	0.0533360681
297	0.05308430053
298	0.0529020396
299	0.05268808582
300	0.05239526014
301	0.05213740755
302	0.05184234448
303	0.05166900529
304	0.0514197197
305	0.05121014501
306	0.05100380347
307	0.05072614824
308	0.05048891605
309	0.05029702771
310	0.05006486715
311	0.04983784958
312	0.04964709004
313	0.04940207458
314	0.04922842141
315	0.04899541425
316	0.04874812096
317	0.04849836543
318	0.04823615085
319	0.04801000689
320	0.04775441668
321	0.04751275763
322	0.04734460635
323	0.04720470535
324	0.04702634297
325	0.04684799886
326	0.04660914886
327	0.04643673914
328	0.04616126955
329	0.04599954893
330	0.04587082989
331	0.04568793719
332	0.04551421853
333	0.04529526652
334	0.04502537405
335	0.04487544501
336	0.04472702761
337	0.04463831378
338	0.04453352071
339	0.04441288366
340	0.04428457637
341	0.04411001174
342	0.04400890183
343	0.0438898932
344	0.04372166142
345	0.04355074659
346	0.04340177566
347	0.04317357406
348	0.04304221619
349	0.04284793881
350	0.04272211355
351	0.04259366921
352	0.04242476534
353	0.04220151463
354	0.04200607473
355	0.04187187792
356	0.04174427609
357	0.04164480725
358	0.0415492776
359	0.04144863221
360	0.04132055983
361	0.04113868245
362	0.04103616079
363	0.04087080191
364	0.0407083019
365	0.04055241859
366	0.04042355506
367	0.04027369081
368	0.04010227937
369	0.03993537481
370	0.03976243134
371	0.03962379704
372	0.03939542398
373	0.03929574506
374	0.0391601016
375	0.03905301018
376	0.03895978219
377	0.03883626441
378	0.03869350538
379	0.0385742936
380	0.03841835067
381	0.03834849995
382	0.03822884999
383	0.0381021931
384	0.03798485648
385	0.03783972922
386	0.03776990716
387	0.03764779769
388	0.0375474208
389	0.03747303935
390	0.03736771351
391	0.03725255194
392	0.03713971214
393	0.03699458917
394	0.03690879608
395	0.03680069337
396	0.0366629746
397	0.03656095661
398	0.03644148454
399	0.03630650897
400	0.03623319238
401	0.03613728223
402	0.03598056652
403	0.03585262297
404	0.0357286672
405	0.03559975358
406	0.03545861737
407	0.03532685002
408	0.03522113324
409	0.03513731901
410	0.0349782801
411	0.03483215135
412	0.03472354279
413	0.03461173344
414	0.03449021039
415	0.03437933436
416	0.03424321059
417	0.03409808458
418	0.03397493993
419	0.03386920217
420	0.03373254398
421	0.03362028652
422	0.03350801689
423	0.03342340417
424	0.03330090321
425	0.03316291629
426	0.03304968891
427	0.03298199104
428	0.03284634642
429	0.03272644325
430	0.03258951742
431	0.03247381439
432	0.03237308458
433	0.03225353002
434	0.03218596181
435	0.03211372574
436	0.032027293
437	0.03195557086
438	0.03184547138
439	0.03178014322
440	0.03168154362
441	0.03155986736
442	0.03146516987
443	0.03135907863
444	0.03126661866
445	0.03118261882
446	0.03113819882
447	0.0310286016
448	0.03093145724
449	0.0308355677
450	0.03070880087
451	0.03061808371
452	0.03050764249
453	0.03043323658
454	0.03034452883
455	0.03026408695
456	0.03020781794
457	0.03011475498
458	0.02999916454
459	0.02986754549
460	0.02976712578
461	0.02963731433
462	0.02960602872
463	0.02950395813
464	0.02944654803
465	0.0293783242
466	0.02932028922
467	0.02925593836
468	0.02911448223
469	0.02902537907
470	0.02894987658
471	0.02886887458
472	0.02881324964
473	0.02871983353
474	0.02867824798
475	0.02862971045
476	0.0285490492
477	0.02849048055
478	0.02839550305
479	0.02831713116
480	0.02820702207
481	0.0281228122
482	0.02808660843
483	0.02800366037
484	0.02791551575
485	0.02782803458
486	0.02775841179
487	0.02765315158
488	0.02759586365
489	0.02750219375
490	0.02744687905
491	0.0273942552
492	0.02731031188
493	0.02725120367
494	0.02713856645
495	0.02707760657
496	0.02702753704
497	0.02698503573
498	0.02690229694
499	0.02685461048
500	0.02676333439
501	0.02668377231
502	0.02663895025
503	0.02657120755
504	0.02648777034
505	0.02641253255
506	0.02630928237
507	0.0262666551
508	0.02617017057
509	0.02607680488
510	0.02602246847
511	0.02598225499
512	0.02591867307
513	0.02585872426
514	0.02578763761
515	0.02572495879
516	0.02562479538
517	0.02554937548
518	0.02547396826
519	0.0254114319
520	0.02533274829
521	0.02527077099
522	0.02519986212
523	0.02512257596
524	0.02507903196
525	0.02502171734
526	0.02496220046
527	0.02491003119
528	0.0248628073
529	0.02477688204
530	0.02473862183
531	0.02463392576
532	0.02459877929
533	0.02453307403
534	0.02449680604
535	0.02444341415
536	0.02440761921
537	0.02434126962
538	0.02428433111
539	0.02421467428
540	0.0241722945
541	0.02411247184
542	0.02406086428
543	0.0240036722
544	0.02393838724
545	0.02388387184
546	0.02380802564
547	0.02375341987
548	0.02367452461
549	0.02361707704
550	0.02355517643
551	0.02348226516
552	0.02337949172
553	0.02330339177
554	0.02325692664
555	0.02321485975
556	0.0231570701
557	0.02309241223
558	0.02305010432
559	0.0229581561
560	0.02288966101
561	0.02282749286
562	0.02276627979
563	0.02269677104
564	0.02265271829
565	0.02256115944
566	0.02249440724
567	0.02244633336
568	0.02238961781
569	0.02235132927
570	0.02232738928
571	0.02228550947
572	0.02223760398
573	0.02218600405
574	0.02214241607
575	0.02208609739
576	0.02202953894
577	0.0219803434
578	0.02194094393
579	0.02190600038
580	0.02182895553
581	0.02178601593
582	0.02173277956
583	0.0216969241
584	0.02165837272
585	0.02164132694
586	0.02158718893
587	0.02153349682
588	0.02148706604
589	0.02141808131
590	0.02138529676
591	0.02133468915
592	0.02127601285
593	0.02122459685
594	0.0212104995
595	0.02115995536
596	0.02109359495
597	0.02104640363
598	0.02100253289
599	0.02095445402
600	0.02090662571
601	0.02084857978
602	0.02077201856
603	0.02072016498
604	0.02067413828
605	0.02063644033
606	0.02059336992
607	0.02055878801
608	0.0205252918
609	0.02045393336
610	0.02040291624
611	0.02034567626
612	0.02027812773
613	0.0202325631
614	0.02018448356
615	0.02015507826
616	0.02010931468
617	0.02006142667
618	0.02001010264
619	0.0199645351
620	0.0199185567
621	0.01985837552
622	0.01981783492
623	0.01979224824
624	0.01974348858
625	0.01970327194
626	0.01964661396
627	0.0196007143
628	0.01955434231
629	0.0195133376
630	0.01946806578
631	0.01941241245
632	0.01937873413
633	0.0193236624
634	0.01926790976
635	0.01923913041
636	0.01922506985
637	0.01918914774
638	0.01916732779
639	0.01911343818
640	0.01906732873
641	0.01902937115
642	0.01900272072
643	0.0189584343
644	0.01891736449
645	0.01888951233
646	0.01885305637
647	0.01880432305
648	0.01877774162
649	0.01873463604
650	0.0186790431
651	0.01864245439
652	0.01860813326
653	0.01859900949
654	0.01853750599
655	0.0184999951
656	0.01845083706
657	0.01841786435
658	0.01837899994
659	0.01832936644
660	0.01830982415
661	0.01828427528
662	0.01825441346
663	0.01820933821
664	0.01815460099
665	0.01810670448
666	0.01805635865
667	0.01800800057
668	0.01797295528
669	0.01791765196
670	0.01787255007
671	0.01783606377
672	0.01777676584
673	0.01773690078
674	0.01771527264
675	0.01768396724
676	0.01763177783
677	0.01758803663
678	0.01755159965
679	0.01751879808
680	0.0174955859
681	0.01745512653
682	0.01742361129
683	0.01738673753
684	0.01733640415
685	0.01730827227
686	0.01727201397
687	0.01723918837
688	0.01720240634
689	0.01714117074
690	0.01710541212
691	0.01707026442
692	0.01704054021
693	0.01700957022
694	0.01698336404
695	0.01694971017
696	0.01691389927
697	0.01688148007
698	0.01683668406
699	0.01679231674
700	0.01676285945
701	0.01672683498
702	0.01669574872
703	0.01664614928
704	0.01663168242
705	0.01659768416
706	0.01656078562
707	0.0165365258
708	0.01649852966
709	0.01645899383
710	0.01644133367
711	0.01639991424
712	0.01637478411
713	0.01633481079
714	0.01629936254
715	0.01629193243
716	0.01627666217
717	0.01624556833
718	0.01620894442
719	0.01616588352
720	0.01611143514
721	0.01605420282
722	0.01600594748
723	0.01597622427
724	0.01593265476
725	0.01590046557
726	0.01587316643
727	0.01582794858
728	0.0157724122
729	0.01574742757
730	0.01572995178
731	0.01570445471
732	0.01566356183
733	0.01562765453
734	0.01559994132
735	0.0155607533
736	0.01553089724
737	0.01550064092
738	0.0154584971
739	0.01543660196
740	0.01540286336
741	0.01537838498
742	0.01535459002
743	0.01531029091
744	0.01527154915
745	0.01525372695
746	0.01522121814
747	0.01518677663
748	0.01515980986
749	0.01512408635
750	0.01507716597
751	0.01504122286
752	0.01500834376
753	0.01497730843
754	0.01495598674
755	0.01492655827
756	0.01490072937
757	0.01486429961
758	0.01482257841
759	0.01477214025
760	0.01472631965
761	0.01469845847
762	0.01468135272
763	0.01466240033
764	0.01462244466
765	0.01460450258
766	0.01458060594
767	0.01455448693
768	0.01452730116
769	0.0144950341
770	0.01445530185
771	0.0144373185
772	0.01439390589
773	0.01436984155
774	0.01435332595
775	0.0143231041
776	0.01428857565
777	0.01425999463
778	0.01424344911
779	0.01421538203
780	0.01419071452
781	0.01416508822
782	0.01414281143
783	0.01410997166
784	0.01410802337
785	0.0140853143
786	0.01405427913
787	0.01402696479
788	0.01399663307
789	0.01396981821
790	0.01395294394
791	0.01390769629
792	0.01388161324
793	0.01385717191
794	0.01382081884
795	0.01379837598
796	0.01378338573
797	0.01375887818
798	0.01373552998
799	0.01369992844
800	0.01365903162
801	0.01363326959
802	0.01361972414
803	0.01360156994
804	0.01357115258
805	0.01354639152
806	0.0135252163
807	0.01350738217
808	0.01348116707
809	0.01345337305
810	0.01343223738
811	0.01341220237
812	0.01337963721
813	0.0133765912
814	0.01334622026
815	0.01331726029
816	0.01328764639
817	0.01326511516
818	0.01323738246
819	0.01321452739
820	0.01317546104
821	0.01314934031
822	0.01313506578
823	0.01309431064
824	0.01307587649
825	0.0130414136
826	0.012993371
827	0.01296827998
828	0.01296205628
829	0.01292102488
830	0.01289964902
831	0.01287402091
832	0.01284076597
833	0.01281559721
834	0.012809746
835	0.01279107229
836	0.01277299837
837	0.01275046911
838	0.01270623845
839	0.01270485194
840	0.01268369609
841	0.01264238371
842	0.01261260375
843	0.01259300101
844	0.0125623403
845	0.01254084914
846	0.01252119722
847	0.01250964934
848	0.0124872504
849	0.01246292448
850	0.01244922836
851	0.01242281192
852	0.01239032301
853	0.01237268227
854	0.01234591327
855	0.01232342094
856	0.01231964201
857	0.01229932761
858	0.01228093908
859	0.01226104214
860	0.01222216045
861	0.01220866048
862	0.01218521589
863	0.01215819648
864	0.0121382243
865	0.01212471979
866	0.0121013765
867	0.01206999303
868	0.01205071163
869	0.01203251524
870	0.0120070514
871	0.01200172349
872	0.01198467175
873	0.01196650561
874	0.01194158702
875	0.01191896871
876	0.01189626334
877	0.01188207182
878	0.01185790371
879	0.01182763777
880	0.01180440549
881	0.0117775542
882	0.01175523373
883	0.01175097657
884	0.01172089127
885	0.01170201196
886	0.01167562849
887	0.01164828024
888	0.01162760241
889	0.01162266263
890	0.01160866629
891	0.01157655776
892	0.01154344476
893	0.01153612389
894	0.01151887955
895	0.0115027624
896	0.01147982633
897	0.01146715725
898	0.01143965212
899	0.01143787026
900	0.01143536245
901	0.01143300844
902	0.0114317379
903	0.01141709254
904	0.01139848439
905	0.01137776811
906	0.01136019568
907	0.01133559541
908	0.01132177188
909	0.01130739216
910	0.01129186734
911	0.01128703244
912	0.01126688032
913	0.01124371927
914	0.01124049439
915	0.01123754655
916	0.01121231926
917	0.01119283187
918	0.01117585652
919	0.01114771115
920	0.01112886492
921	0.01111024823
922	0.01107813697
923	0.01107377387
924	0.0110511423
925	0.01103448876
926	0.01102727466
927	0.0110071176
928	0.01099264629
929	0.01096643911
930	0.01093834896
931	0.01091803322
932	0.01089122521
933	0.01088372132
934	0.01086680753
935	0.01084694514
936	0.01084503434
937	0.01084334804
938	0.01082971181
939	0.01081581962
940	0.01079940247
941	0.01078658813
942	0.01077814911
943	0.01075813674
944	0.01075009374
945	0.01072858578
946	0.01070184103
947	0.01068238107
948	0.01066191226
949	0.01064593651
950	0.01064289548
951	0.01062826706
952	0.01060851599
953	0.01060092679
954	0.01058137802
955	0.01056204772
956	0.01054626025
957	0.01052322719
958	0.01049850212
959	0.01049458822
960	0.01047870266
961	0.01047262029
962	0.01044622468
963	0.01042883891
964	0.01040943319
965	0.01039561682
966	0.01037315386
967	0.01036172387
968	0.0103492421
969	0.01032527911
970	0.01030780129
971	0.01028759593
972	0.01026876963
973	0.01024135713
974	0.01024021493
975	0.010219934
976	0.01020879302
977	0.01019351106
978	0.01018611963
979	0.01017786817
980	0.01016743568
981	0.01015147848
982	0.01014210573
983	0.01014049427
984	0.01012393071
985	0.01012276224
986	0.01010765054
987	0.01009265577
988	0.01008796696
989	0.01006258006
990	0.01006162259
991	0.01004014042
992	0.01002618397
993	0.01001181807
994	0.01000404187
995	0.009996047868
996	0.00997369636
997	0.009961624938
998	0.009944606266
999	0.00994349544
